N,hop,fs,delta,alpha,L_train_reference_windows,trace_scale,condition_number,threshold_tau,window_auc,record_auc_max,record_auc_mean,record_auc_q95,max_invariance_error,exact_decomposition_error,orthogonality_error_WWT,orthogonality_error_WTW
128,64,100,0.01,0.05,1836,0.31929215425393886,783.2923350223382,160.7290035911113,0.04821799307958477,0.009999999999999998,0.015000000000000003,0.015000000000000003,6.252776074688882e-13,6.394884621840902e-14,2.674969644124714e-16,2.674969644124714e-16
